Prompt;Gemma
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: PTO operation time cannot be greater than the total operation time.
Idle time cannot be greater than the total operation time.
The number of stops where PTO is engaged must not exceed the overall stop count.
The weight on axle 1 cannot surpass the weight on axle 3.
Payload must remain below or equal to the load carried by axle 2.
The payload must not exceed the load carried by axle 3.
Total operation time should be at least the sum of PTO, idle, and driving times.";"def r1(pto: float, total: float) -> bool:
    if pto > total:
        return False
    else:
        return True
def r2(idle: float, total: float) -> bool:
    if idle > total:
        return False
    else:
        return True
def r3(pto_engaged: int, stop_count: int) -> bool:
    if pto_engaged > stop_count:
        return False
    else:
        return True
def r4(w1: float, w3: float) -> bool:
    if w1 > w3:
        return False
    else:
        return True
def r5(p: float, w2: float) -> bool:
    if p >= w2:
        return True
    else:
        return False
def r6(p: float, w3: float) -> bool:
    if p > w3:
        return False
    else:
        return True
def r7(total: float, pto: float, idle: float) -> bool:
    if total < pto + idle:
        return False
    else:
        return True
"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: PTO operation time must be less than or equal to the total operation time.
Idle time must always be less than or equal to the total operation time.
Total operation time should shouldn’t be lower than driving time.
PTO-engaged stops cannot exceed the total number of stops.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
Axle 2's load must always be equal to or greater than the payload.
Payload must remain below or equal to the load carried by axle 3.
Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.";"def r1(pto_time: float, total_time: float) -> bool:
    if pto_time <= total_time:
        return True
    else:
        return False
def r2(idle_time: float, total_time: float) -> bool:
    if idle_time <= total_time:
        return True
    else:
        return False
def r3(total_time: float, driving_time: float) -> bool:
    if total_time >= driving_time:
        return True
    else:
        return False
def r4(pto_stops: int, total_stops: int) -> bool:
    if pto_stops <= total_stops:
        return True
    else:
        return False
def r5(load_axle1: float, load_axle3: float) -> bool:
    if load_axle1 <= load_axle3:
        return True
    else:
        return False
def r6(load_axle2: float, payload: float) -> bool:
    if load_axle2 >= payload:
        return True
    else:
        return False
def r7(payload: float, load_axle3: float) -> bool:
    if payload <= load_axle3:
        return True
    else:
        return False
def r8(total_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    if total_time >= pto_time + idle_time + driving_time:
        return True
    else:
        return False
def r90(driving_time: float) -> bool:
    if driving_time >= 1:
        return True
    else:
        return False
"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: Driving time should be less than or equal to the total operation time.
PTO-engaged stops cannot exceed the total number of stops.
The weight on axle 1 cannot surpass the weight on axle 2.
The load on axle 1 must not surpass the load on axle 3.
The payload must always be smaller than or equal to the load on axle 2.
The payload must always be smaller than or equal to the load on axle 3.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.";"def r1(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False
"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: PTO operation time cannot be greater than the total operation time.
Idle time should be less than or equal to the total operation time.
The total operation durationmust not be lower than the driving time.
Stops with PTO engaged cannot outnumber the total stops.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
The payload cannot exceed the capacity of axle 2.
Axle 3's load must always be equal to or greater than the payload.
The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.";"def r1(c: float, d: float) -> bool:
    if d / c >= 1:
        return True
    else:
        return False
def r2(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False
"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: PTO operation time should be less than or equal to the total operation time.
Idle time must always be less than or equal to the total operation time.
The total operation durationmust not be lower than the driving time.
The number of stops where PTO is engaged must not exceed the overall stop count.
Axle 1's load cannot exceed Axle 3's load.
Payload must remain below or equal to the load carried by axle 2.
Payload must remain below or equal to the load carried by axle 3.";"def r1(pto_time: float, total_time: float) -> bool:
    if pto_time <= total_time:
        return True
    else:
        return False
def r2(idle_time: float, total_time: float) -> bool:
    if idle_time <= total_time:
        return True
    else:
        return False
def r3(total_time: float, driving_time: float) -> bool:
    if total_time >= driving_time:
        return True
    else:
        return False
def r4(pto_stops: int, total_stops: int) -> bool:
    if pto_stops <= total_stops:
        return True
    else:
        return False
def r5(axle1_load: float, axle3_load: float) -> bool:
    if axle1_load <= axle3_load:
        return True
    else:
        return False
def r6(payload: float, axle2_load: float) -> bool:
    if payload <= axle2_load:
        return True
    else:
        return False
def r7(payload: float, axle3_load: float) -> bool:
    if payload <= axle3_load:
        return True
    else:
        return False
def r80(total_weight: float, legal_limit: float) -> bool:
    if total_weight <= legal_limit:
        return True
    else:
        return False
"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: The total operation duration must not be lower than the PTO operation time.
Idle time should be less than or equal to the total operation time.
The total operation durationmust not be lower than the driving time.
The number of stops where PTO is engaged must not exceed the overall stop count.
The load supported by axle 1 cannot exceed that of axle 2.
The payload must not exceed the load carried by axle 2.
Total operation time should be at least the sum of PTO, idle, and driving times.";"def r1(total_time: float, pto_time: float) -> bool:
    if total_time >= pto_time:
        return True
    else:
        return False
"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: Total operation time shouldn’t be lower than PTO operation time.
Idle time should be less than or equal to the total operation time.
Driving time must always be less than or equal to the total operation time.
Stops with PTO engaged cannot outnumber the total stops.
The load on axle 1 must not surpass the load on axle 3.
Payload must remain below or equal to the load carried by axle 2.
The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.";"def r1(to: float, pto: float) -> bool:
    if to >= pto:
        return True
    else:
        return False
def r2(it: float, to: float) -> bool:
    if it <= to:
        return True
    else:
        return False
def r3(dt: float, to: float) -> bool:
    if dt <= to:
        return True
    else:
        return False
def r4(stps_pto: int, stps: int) -> bool:
    if stps_pto <= stps:
        return True
    else:
        return False
def r5(ax1: float, ax3: float) -> bool:
    if ax1 <= ax3:
        return True
    else:
        return False
def r6(ax2: float, payload: float) -> bool:
    if ax2 >= payload:
        return True
    else:
        return False
def r7(to: float, pto: float, it: float, dt: float) -> bool:
    if to >= pto + it + dt:
        return True
    else:
        return False
"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: PTO operation time should be less than or equal to the total operation time.
Total operation time shouldn’t be lower than idle time.
Driving time should be less than or equal to the total operation time.
The number of stops where PTO is engaged must not exceed the overall stop count.
The weight on axle 1 cannot surpass the weight on axle 2.
The load supported by axle 1 cannot exceed that of axle 3.
The payload must always be smaller than or equal to the load on axle 3.
Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.";
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: The total operation duration must not be lower than the idle time.
Total operation time should shouldn’t be lower than driving time.
The total stop count must not be lower than the count of stops where PTO is engaged.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
Payload must remain below or equal to the load carried by axle 2.
The payload must not exceed the load carried by axle 3.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.";"def r1(total_time: float, idle_time: float) -> bool:
    if total_time >= idle_time:
        return True
    else:
        return False
def r2(total_time: float, driving_time: float) -> bool:
    if total_time >= driving_time:
        return True
    else:
        return False
def r3(total_stop_count: float, pto_stop_count: float) -> bool:
    if total_stop_count >= pto_stop_count:
        return True
    else:
        return False
def r4(load_axle1: float, load_axle3: float) -> bool:
    if load_axle1 <= load_axle3:
        return True
    else:
        return False
def r5(payload: float, load_axle2: float) -> bool:
    if payload <= load_axle2:
        return True
    else:
        return False
def r6(payload: float, load_axle3: float) -> bool:
    if payload <= load_axle3:
        return True
    else:
        return False
def r7(total_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    if total_time >= pto_time + idle_time + driving_time:
        return True
    else:
        return False
"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.
Parameter I's value cannot be less than parameter J's value.
Parameter K's value cannot be less than parameter L's value.
Parameter M's value cannot be greater than parameter N's value.
Parameter O's value cannot be greater than parameter P's value.
Parameter R's value cannot be greater than parameter S's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False

# Parameter I's value cannot be less than parameter J's value.
def r5(i: float, j: float) -> bool:
    if i >= j:
        return True
    else:
        return False

# Parameter K's value cannot be less than parameter L's value.
def r6(k: float, l: float) -> bool:
    if k >= l:
        return True
    else:
        return False

# Parameter M's value cannot be greater than parameter N's value.
def r7(m: float, n: float) -> bool:
    if m <= n:
        return True
    else:
        return False

# Parameter O's value cannot be greater than parameter P's value.
def r8(o: float, p: float) -> bool:
    if o <= p:
        return True
    else:
        return False

# Parameter R's value cannot be greater than parameter S's value.
def r9(r: float, s: float) -> bool:
    if r <= s:
        return True
    else:
        return False


        
Input text:
Textual context: PTO operation time cannot be greater than the total operation time.
Idle time should be less than or equal to the total operation time.
The number of stops where PTO is engaged must not exceed the overall stop count.
Axle 1's load cannot exceed Axle 2's load.
The load on axle 1 must not surpass the load on axle 3.
Axle 2's load must always be equal to or greater than the payload.
The payload must not exceed the load carried by axle 3.
Total operation time should be at least the sum of PTO, idle, and driving times.";"def r1(ptoTime: float, totalTime: float) -> bool:
    if ptoTime > totalTime:
        return False
    else:
        return True
def r2(idleTime: float, totalTime: float) -> bool:
    if idleTime <= totalTime:
        return True
    else:
        return False
def r3(ptoStops: int, totalStops: int) -> bool:
    if ptoStops > totalStops:
        return False
    else:
        return True
def r4(axle1Load: float, axle2Load: float) -> bool:
    if axle1Load > axle2Load:
        return False
    else:
        return True
def r5(axle1Load: float, axle3Load: float) -> bool:
    if axle1Load > axle3Load:
        return False
    else:
        return True
def r6(axle2Load: float, payload: float) -> bool:
    if axle2Load < payload:
        return False
    else:
        return True
def r7(payload: float, axle3Load: float) -> bool:
    if payload > axle3Load:
        return False
    else:
        return True
def r8(totalTime: float, ptoTime: float, idleTime: float) -> bool:
    if totalTime < ptoTime + idleTime:
        return False
    else:
        return True
def r90(drivingTime: float) -> bool:
    if drivingTime <= 0:
        return False
    else:
        return True
"
