Prompt;Gemma3
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time must be less than or equal to the total operation time.
Idle time should be less than or equal to the total operation time.
Driving time should be less than or equal to the total operation time.
Stops with PTO engaged cannot outnumber the total stops.
The load supported by axle 1 cannot exceed that of axle 2.
Payload must remain below or equal to the load carried by axle 3.
Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.";"```python
def r1(pto: float, total: float) -> bool:
    return pto <= total

def r2(idle: float, total: float) -> bool:
    return idle <= total

def r3(driving: float, total: float) -> bool:
    return driving <= total

def r4(pto_stops: int, total_stops: int) -> bool:
    return pto_stops <= total_stops

def r5(axle1: float, axle2: float) -> bool:
    return axle1 <= axle2

def r6(payload: float, axle3: float) -> bool:
    return payload <= axle3

def r7(total: float, pto: float, idle: float, driving: float) -> bool:
    return total >= pto + idle + driving
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: Idle time should be less than or equal to the total operation time.
Driving time should be less than or equal to the total operation time.
The number of stops where PTO is engaged must not exceed the overall stop count.
The load on axle 1 must not surpass the load on axle 2.
Payload must remain below or equal to the load carried by axle 2.
Payload must remain below or equal to the load carried by axle 3.
The combined time for PTO operation, idle time, and driving time must not surpass the total operation time.";"```python
def r1(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

def r2(driving_time: float, total_operation_time: float) -> bool:
    return driving_time <= total_operation_time

def r3(pto_engaged_stops: int, overall_stops: int) -> bool:
    return pto_engaged_stops <= overall_stops

def r4(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

def r5(payload: float, axle2_load: float) -> bool:
    return payload <= axle2_load

def r6(payload: float, axle3_load: float) -> bool:
    return payload <= axle3_load

def r7(pto_operation_time: float, idle_time: float, driving_time: float, total_operation_time: float) -> bool:
    return pto_operation_time + idle_time + driving_time <= total_operation_time
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: Stops with PTO engaged should never outnumber total stops.
The load supported by axle 1 cannot exceed that of axle 2.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
The payload must not exceed the load carried by axle 2.
Payload must remain below or equal to the load carried by axle 3.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.";"```python
def r1(stops_pto_engaged: float, total_stops: float) -> bool:
    return stops_pto_engaged <= total_stops

def r2(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

def r3(axle1_load: float, axle3_load: float) -> bool:
    return axle1_load <= axle3_load

def r4(payload: float, axle2_load: float) -> bool:
    return payload <= axle2_load

def r5(payload: float, axle3_load: float) -> bool:
    return payload <= axle3_load

def r6(total_operation_duration: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    return total_operation_duration >= (pto_time + idle_time + driving_time)
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time must be less than or equal to the total operation time.
The total stop count must not be lower than the count of stops where PTO is engaged.
The load supported by axle 1 cannot exceed that of axle 2.
Axle 1's load cannot exceed Axle 3's load.
The payload must always be smaller than or equal to the load on axle 2.
Axle 3's load must always be equal to or greater than the payload.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.";"```python
def r1(pto_time: float, total_time: float) -> bool:
    return pto_time <= total_time

def r2(total_stop_count: float, pto_engaged_stop_count: float) -> bool:
    return total_stop_count >= pto_engaged_stop_count

def r3(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

def r4(axle1_load: float, axle3_load: float) -> bool:
    return axle1_load <= axle3_load

def r5(payload: float, axle2_load: float) -> bool:
    return payload <= axle2_load

def r6(payload: float, axle3_load: float) -> bool:
    return axle3_load >= payload

def r7(total_operation_duration: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    return total_operation_duration >= (pto_time + idle_time + driving_time)
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time should be less than or equal to the total operation time.
Idle time cannot be greater than the total operation time.
The total operation durationmust not be lower than the driving time.
The total stop count must not be lower than the count of stops where PTO is engaged.
The load supported by axle 1 cannot exceed that of axle 3.
Payload must remain below or equal to the load carried by axle 3.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.";"```python
def r1(pto_time: float, total_time: float) -> bool:
    return pto_time <= total_time

def r2(idle_time: float, total_time: float) -> bool:
    return idle_time <= total_time

def r3(total_duration: float, driving_time: float) -> bool:
    return total_duration >= driving_time

def r4(total_stop_count: float, pto_engaged_stop_count: float) -> bool:
    return total_stop_count >= pto_engaged_stop_count

def r5(axle1_load: float, axle3_load: float) -> bool:
    return axle1_load <= axle3_load

def r6(payload: float, axle3_load: float) -> bool:
    return payload <= axle3_load

def r7(total_duration: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    return total_duration >= pto_time + idle_time + driving_time
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time must be less than or equal to the total operation time.
The total operation duration must not be lower than the idle time.
PTO-engaged stops cannot exceed the total number of stops.
The load on axle 1 must not surpass the load on axle 2.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
The payload must not exceed the load carried by axle 3.";"```python
def r1(pto_operation_time: float, total_operation_time: float) -> bool:
    return pto_operation_time <= total_operation_time

def r2(total_operation_duration: float, idle_time: float) -> bool:
    return total_operation_duration >= idle_time

def r3(pto_engaged_stops: float, total_stops: float) -> bool:
    return pto_engaged_stops <= total_stops

def r4(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

def r5(axle1_load: float, axle3_load: float) -> bool:
    return axle1_load <= axle3_load

def r6(payload: float, axle3_load: float) -> bool:
    return payload <= axle3_load
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: Total operation time should shouldn’t be lower than driving time.
Stops with PTO engaged cannot outnumber the total stops.
The load carried by axle 1 must be smaller than or equal to the load on axle 2.
The payload must not exceed the load carried by axle 2.
Payload must remain below or equal to the load carried by axle 3.
Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.";"```python
def r1(total_operation_time: float, driving_time: float) -> bool:
    return total_operation_time >= driving_time

def r2(stops_with_pto_engaged: float, total_stops: float) -> bool:
    return stops_with_pto_engaged <= total_stops

def r3(load_axle1: float, load_axle2: float) -> bool:
    return load_axle1 <= load_axle2

def r4(payload: float, load_axle2: float) -> bool:
    return payload <= load_axle2

def r5(payload: float, load_axle3: float) -> bool:
    return payload <= load_axle3

def r6(total_operation_time: float, pto_operation: float, idle: float, driving_time: float) -> bool:
    return total_operation_time >= (pto_operation + idle + driving_time)
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: Total operation time shouldn’t be lower than PTO operation time.
Idle time cannot be greater than the total operation time.
The total operation durationmust not be lower than the driving time.
PTO-engaged stops cannot exceed the total number of stops.
Axle 2's load must always be equal to or greater than the payload.
Axle 3's load must always be equal to or greater than the payload.";"```python
def r1(total_operation_time: float, pto_operation_time: float) -> bool:
    return total_operation_time >= pto_operation_time

def r2(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

def r3(total_operation_duration: float, driving_time: float) -> bool:
    return total_operation_duration >= driving_time

def r4(pto_engaged_stops: float, total_number_of_stops: float) -> bool:
    return pto_engaged_stops <= total_number_of_stops

def r5(axle2_load: float, payload: float) -> bool:
    return axle2_load >= payload

def r6(axle3_load: float, payload: float) -> bool:
    return axle3_load >= payload
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time must be less than or equal to the total operation time.
Idle time must always be less than or equal to the total operation time.
Total operation time should shouldn’t be lower than driving time.
The total stop count must not be lower than the count of stops where PTO is engaged.
The load supported by axle 1 cannot exceed that of axle 2.
The weight on axle 1 cannot surpass the weight on axle 3.
The payload must not exceed the load carried by axle 3.";"```python
# PTO operation time must be less than or equal to the total operation time.
def r1(pto_time: float, total_time: float) -> bool:
    return pto_time <= total_time

# Idle time must always be less than or equal to the total operation time.
def r2(idle_time: float, total_time: float) -> bool:
    return idle_time <= total_time

# Total operation time should shouldn’t be lower than driving time.
def r3(total_time: float, driving_time: float) -> bool:
    return total_time >= driving_time

# The total stop count must not be lower than the count of stops where PTO is engaged.
def r4(total_stop_count: int, pto_engaged_stop_count: int) -> bool:
    return total_stop_count >= pto_engaged_stop_count

# The load supported by axle 1 cannot exceed that of axle 2.
def r5(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

# The weight on axle 1 cannot surpass the weight on axle 3.
def r6(axle1_weight: float, axle3_weight: float) -> bool:
    return axle1_weight <= axle3_weight

# The payload must not exceed the load carried by axle 3.
def r7(payload: float, axle3_load: float) -> bool:
    return payload <= axle3_load
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: PTO operation time cannot be greater than the total operation time.
Total operation time should shouldn’t be lower than driving time.
The total stop count must not be lower than the count of stops where PTO is engaged.
The load supported by axle 1 cannot exceed that of axle 2.
The payload must always be smaller than or equal to the load on axle 2.
The payload must always be smaller than or equal to the load on axle 3.";"```python
def r1(pto_time: float, total_time: float) -> bool:
    return pto_time <= total_time

def r2(total_time: float, driving_time: float) -> bool:
    return total_time >= driving_time

def r3(total_stop_count: float, pto_engaged_stop_count: float) -> bool:
    return total_stop_count >= pto_engaged_stop_count

def r4(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

def r5(payload: float, axle2_load: float) -> bool:
    return payload <= axle2_load

def r6(payload: float, axle3_load: float) -> bool:
    return payload <= axle3_load
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: Total operation time shouldn’t be lower than PTO operation time.
Idle time must always be less than or equal to the total operation time.
Driving time should be less than or equal to the total operation time.
The weight on axle 1 cannot surpass the weight on axle 2.
Axle 2's load must always be equal to or greater than the payload.
Total operation time should be at least the sum of PTO, idle, and driving times.";"```python
def r1(pto: float, total: float) -> bool:
    return total >= pto

def r2(idle: float, total: float) -> bool:
    return idle <= total

def r3(driving: float, total: float) -> bool:
    return driving <= total

def r4(axle1: float, axle2: float) -> bool:
    return axle1 <= axle2

def r5(axle2: float, payload: float) -> bool:
    return axle2 >= payload

def r6(pto: float, idle: float, driving: float, total: float) -> bool:
    return total >= pto + idle + driving
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.
A vehicle makes between 20 and 250 G param in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300

# A vehicle makes between 20 and 250 G param in a typical day.
def r7(g: float) -> bool:
    return 20 <= g <= 250


Input text:
Textual context: Total operation time shouldn’t be lower than PTO operation time.
Idle time must always be less than or equal to the total operation time.
Stops with PTO engaged should never outnumber total stops.
The weight on axle 1 cannot surpass the weight on axle 2.
Axle 1's load cannot exceed Axle 3's load.
Axle 2's load must always be equal to or greater than the payload.
The payload cannot exceed the capacity of axle 3.";"```python
def r1(total_operation_time: float, pto_operation_time: float) -> bool:
    return total_operation_time >= pto_operation_time

def r2(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

def r3(stops_with_pto: float, total_stops: float) -> bool:
    return stops_with_pto <= total_stops

def r4(axle1_weight: float, axle2_weight: float) -> bool:
    return axle1_weight <= axle2_weight

def r5(axle1_load: float, axle3_load: float) -> bool:
    return axle1_load <= axle3_load

def r6(axle2_load: float, payload: float) -> bool:
    return axle2_load >= payload

def r7(payload: float, axle3_capacity: float) -> bool:
    return payload <= axle3_capacity
```"
